"dgp","seed","n_test","winner_raw","winner_pen","raw_EFE_full","raw_no_identity","raw_no_epistemic","raw_RI_cost","pen_EFE_full","pen_no_identity","pen_no_epistemic","pen_RI_cost","delta_raw_EFE_minus_noid","delta_pen_EFE_minus_noid"
"EFE_full",105089,440,"EFE_full","EFE_full",-237.925535049436,-312.922475986367,-256.515232242935,-304.984759446376,-247.055697139805,-319.009250713279,-262.602006969848,-311.071534173289,74.9969409369304,71.9535535734743
"EFE_full",105090,440,"EFE_full","EFE_full",-247.759740300243,-310.358094385051,-262.51999431801,-304.984759446376,-256.889902390611,-316.444869111963,-268.606769044923,-311.071534173289,62.598354084808,59.5549667213518
"EFE_full",105091,440,"EFE_full","EFE_full",-236.71062933976,-329.927209858789,-258.660557829543,-304.984759446376,-245.840791430128,-336.013984585701,-264.747332556455,-311.071534173289,93.2165805190288,90.1731931555726
"EFE_full",105092,440,"EFE_full","EFE_full",-246.362583279467,-468.762720226594,-261.26523192939,-304.984759446376,-255.492745369835,-474.849494953506,-267.352006656303,-311.071534173289,222.400136947127,219.356749583671
"EFE_full",105093,440,"EFE_full","EFE_full",-241.462173459637,-327.6564014674,-259.723930261057,-304.984759446376,-250.592335550005,-333.743176194312,-265.810704987969,-311.071534173289,86.194228007763,83.1508406443068
"EFE_full",105094,440,"no_epistemic","no_epistemic",-282.991521724722,-997.404305431135,-257.53610048328,-304.984759446376,-292.12168381509,-1003.49108015805,-263.622875210193,-311.071534173289,714.412783706414,711.369396342957
"EFE_full",105095,440,"EFE_full","EFE_full",-247.409379810345,-319.292655586029,-266.564941845869,-304.984759446376,-256.539541900714,-325.379430312941,-272.651716572781,-311.071534173289,71.8832757756836,68.8398884122274
"EFE_full",105096,440,"EFE_full","EFE_full",-239.349367191632,-315.272367895731,-255.977334679862,-304.984759446376,-248.479529282,-321.359142622644,-262.064109406775,-311.071534173289,75.9230007040994,72.8796133406433
"EFE_full",105097,440,"EFE_full","EFE_full",-237.05506289191,-312.400265203396,-260.361355134287,-304.984759446376,-246.185224982279,-318.487039930308,-266.448129861199,-311.071534173289,75.3452023114854,72.3018149480293
"EFE_full",105098,440,"EFE_full","EFE_full",-232.202587580495,-307.39043919781,-260.510891781841,-Inf,-241.332749670864,-313.477213924722,-266.597666508753,-Inf,75.1878516173147,72.1444642538585
"EFE_full",105099,440,"EFE_full","EFE_full",-257.280584812659,-324.916995612513,-274.524947585894,-304.984759446376,-266.410746903028,-331.003770339425,-280.611722312806,-311.071534173289,67.6364107998537,64.5930234363976
"EFE_full",105100,440,"no_epistemic","no_epistemic",-277.184250127357,-574.581898478946,-264.283071575381,-304.984759446376,-286.314412217726,-580.668673205858,-270.369846302294,-311.071534173289,297.397648351588,294.354260988132
"EFE_full",105101,440,"EFE_full","EFE_full",-243.42302623374,-994.808451627268,-260.76593380924,-304.984759446376,-252.553188324108,-1000.89522635418,-266.852708536153,-311.071534173289,751.385425393528,748.342038030072
"EFE_full",105102,440,"EFE_full","EFE_full",-237.068567309062,-317.266658900857,-259.660473930248,-304.984759446376,-246.198729399431,-323.35343362777,-265.74724865716,-311.071534173289,80.1980915917949,77.1547042283388
"EFE_full",105103,440,"EFE_full","EFE_full",-236.379403091484,-329.236215878104,-261.790182209674,-304.984759446376,-245.509565181852,-335.322990605017,-267.876956936586,-311.071534173289,92.8568127866203,89.8134254231642
"EFE_full",105104,440,"EFE_full","EFE_full",-236.089733898913,-343.76007796968,-255.618575899508,-304.984759446376,-245.219895989282,-349.846852696593,-261.705350626421,-311.071534173289,107.670344070767,104.626956707311
"EFE_full",105105,440,"EFE_full","EFE_full",-235.22767540318,-312.969071872304,-258.839146897771,-304.984759446376,-244.357837493548,-319.055846599217,-264.925921624683,-311.071534173289,77.7413964691248,74.6980091056687
"EFE_full",105106,440,"EFE_full","EFE_full",-240.43135725226,-340.283455368877,-260.706362785892,-304.984759446376,-249.561519342628,-346.37023009579,-266.793137512804,-311.071534173289,99.8520981166176,96.8087107531615
"EFE_full",105107,440,"EFE_full","EFE_full",-243.665087663325,-309.23479830894,-282.202566095288,-304.984759446376,-252.795249753694,-315.321573035852,-288.289340822201,-311.071534173289,65.5697106456151,62.5263232821589
